actor_1,actor_2,country,date_aired,episodes,genre,network,popularity,ranking,rating,tag,title,users,watchers
Nike Nitidon Pomsuwan,Katreeya English,Thailand,"Jun  7, 2017 - Aug 10, 2017",20,,Channel 8,8881,99999,6.5,,Plerng Rak Fai Marn,68,255
Mew Chisanusha Tantimedh,Jannine Weigel,Thailand,"Sep 12, 2016 - Dec  5, 2016",8,"Friendship,  Comedy,  Romance,  School,  Drama",GMM 25,99999,99999,7.7,"Internet Celebrity, Social Media, Teen Drama,, Teen, Cheerleading, High School, School Bullying, Gay Character",Duck Idol,24,70
Mai Davika Hoorne,Ter Chantavit Dhanasevi,Thailand,"Nov 28, 2017 - Jan  9, 2018",24,"Comedy,  Romance",GMM One,99999,99999,7.2,"Transvestite, Show Business, Mistaken Identity",Chai Mai Jing Ying Tae,27,120
Hongmanop Phutanate,Pang Ornjira Larmwilai,Thailand,"May  8, 2006 - Aug 15, 2006",30,"Action,  Romance,  Drama",Channel 5,99999,99999,,Twins,Likit Ruk Likit Luerd,0,11
Mew Lalita Panyopas,Xiang Pornsroung Rouyruen,Thailand,"Nov 28, 2017 - Feb 20, 2018",24,"Action,  Psychological,  Law,  Crime,  Drama,  Mature",GMM One,99999,99999,8.3,"Trauma, Mother-Daughter Relationship, Gang Rape, Rape, Revenge, Gore, Investigation",Revenge,24,86
Ben Wong,Eddie Kwan,Hong Kong,"Oct 29, 2018 - Dec  1, 2018",25,"Friendship,  Law,  Crime,  Investigation",TVB Jade ,99999,99999,7.0,,"OMG, Your Honour",34,96
Owen Cheung,Katy Kung,Hong Kong,"Nov 18, 2019 - Dec 13, 2019",20,"Business,  Comedy,  Romance,  Life",TVB Jade ,99999,99999,7.7,,The Offliners,26,130
Vincent Wong,Mat Yeung,Hong Kong,"Nov 12, 2018 - Dec 21, 2018",30,"Action,  Suspense,  Thriller",TVB Jade ,99999,99999,7.9,Bromance,Fist Fight,89,205
Kent Cheng,Kent Tong,Hong Kong,"Jan 14, 2019 - Feb 22, 2019",30,"Adventure,  Comedy",TVB Jade ,99999,99999,7.5,"Fraud, Con Artist",I Bet Your Pardon,31,77
Esther Supreeleela,Pae Arak Amornsupasiri,Thailand,"Jul 16, 2018 - Sep 18, 2018",20,"Comedy,  Romance,  Family",True4U,4248,99999,7.4,"Pretend Relationship, Cohabitation, Contract Relationship, Rich Man/Poor Woman, Love Triangle",My Girl,212,921
Ice Preechaya Pongthananikorn,Mond Tanutchai Vijitvongthong,Thailand,"Nov 20, 2017 - Feb 12, 2018",12,"Friendship,  Comedy,  Romance,  Drama",GMM One,5063,99999,7.5,"Sweet Male Lead, Reverse-Harem, Older Woman/Younger Man, Male Chases Female First, Age Gap, Unrequited Love, Marriage",Fabulous 30: The Series,216,696
Oom Eisaya Hosuwan,Pop Thagoon Karnthip,Thailand,"Sep 18, 2017 - Oct 10, 2017",17,"Comedy,  Romance,  Drama,  Fantasy",Channel 3,8840,99999,7.4,"Supernatural Being, Fantasy World, Cohabitation, Ghost-seeing Male Lead, Slow Burn Romance",Tieng Narng Mai,67,256
Mai Warit Sirisantana,Natalie Panalee Varunwongse,Thailand,"Nov  1, 2017 - Dec 26, 2017",40,"Romance,  Drama",Channel 3,3739,99999,7.4,"Revenge, Love Triangle, Unrequited Love, Farm Life, Abusive Male Lead, Corruption, Slap And Kiss, Kidnapping",Rak Rai,441,1116
Mai Charoenpura,Ranee Campen,Thailand,"Feb 26, 2019 - Apr 30, 2019",19,"Historical,  Romance,  Drama,  Family,  Melodrama",Channel 3,6556,99999,8.4,"Karma, Slice Of Life, Mother-Son Relationship, Black Magic, Adapted From A Novel",Krong Karm,90,447
Bow Maylada Susri,BigM Krittarit Butprom,Thailand,"Nov 28, 2017 - Jan 16, 2018",15,"Action,  Romance,  Crime,  Drama,  Tragedy",Channel 7,99999,99999,7.7,"Lovers To Enemies, Mafia, Hidden Identity, Gangster, Strong Female Lead",Hong Nuer Mungkorn,12,199
Michael Tong,Jade Leung,Hong Kong,"Oct  7, 2002 - Nov  1, 2002",20,Fantasy,TVB Jade ,99999,99999,5.8,,The Battle Against Evil,5,10
Aum Patcharapa Chaichua,Vee Veraparb Suparbpaiboon,Thailand,"Dec 21, 2005 - Feb  9, 2006",16,"Romance,  Drama",Channel 7,99999,99999,,Twins,Song Sanaeha,0,10
Eason Chan,Cai Jacky,Hong Kong,"Oct  9, 2017 - Oct 13, 2017",5,,ViuTV,99999,99999,,,My Very Short Marriage,0,8
Bowie Lam,Stephen Fung,Hong Kong,"Oct 16, 2000 - Nov 17, 2000",25,"Romance,  Drama,  Family",TVB Jade ,99999,99999,7.2,"Disability, Illness",The Green Hope,10,30
Film Thanapat Kawila,Anchasa Mongkhonsamai,Thailand,"Jul  8, 2019 - Aug 15, 2019",24,"Romance,  Drama,  Fantasy",GMM One,7454,99999,7.4,"Karma, Playful Male Lead, Nice Female Lead, Naive Female Lead, Monster, Smart Male Lead, Older Woman/Younger Man, Magic, Strong Female Lead, Fate",Poot Pitsawat,41,358
Figaro Tseng,Jacquline Chong,Hong Kong,"Feb  7, 2011 - Feb 18, 2011",10,"Friendship,  Romance,  Life,  Drama,  Melodrama",TVB Jade ,99999,99999,7.3,"Miniseries, Adapted From A Manhua, Acceptance, Unrequited Love",Dropping By Cloud Nine,9,34
Noi Busakorn Pornwanavej,Johnny Anfone,Thailand,"Oct  9, 2004 - Dec 11, 2004",18,Drama,Channel 5,99999,99999,5.0,,Taree Bunga,1,3
Kathryn Bernardo,Julia Montes,Philippines,"Oct 25, 2010 - Jun  3, 2011",158,"Romance,  School,  Family",,99999,99999,8.1,"Kind Lead, Spoiled Female Lead, Switched At Birth, Poor Characters, Rich Characters",Mara Clara,77,157
Lukkade Metinee Kingpayome,Son Yuke Songpaisan,Thailand,"Oct  3, 2014 - Feb 20, 2015",37,"Romance,  Drama",GMM One,99999,99999,7.7,Beauty Pageant,Beauty and the Bitches,19,68
Kett Tharntup,Nune Woranuch Bhirombhakdi,Thailand,"Aug 13, 2004 - Sep 12, 2004",15,"Romance,  Drama,  Supernatural",Channel 7,99999,99999,,Ghost,Poot Pitsawat,0,12
Araya A. Hargate,Vee Veraparb Suparbpaiboon,Thailand,"Apr 29, 2001 - May 28, 2001",14,"Romance,  Fantasy",Channel 7,99999,99999,7.0,Alien,Hua Jai Nai Soon Ya Kard,2,7
Kob Suvanant Kongying,Num Sornram Theappitak,Thailand,"Jan  8, 2017 - Jul  2, 2017",26,,Workpoint TV,99999,99999,8.0,,Kwan Jai Thailand,1,13
Danny Chan,Jordan Chan,Hong Kong,"Sep 22, 2017 - Oct 20, 2017",30,"Action,  Suspense,  Crime",Youku,99999,99999,7.9,,OCTB,34,138
Om Akkaphan Namart,Min Peechaya Wattanamontree,Thailand,"Oct  2, 2018 - Nov 20, 2018",15,"Romance,  Drama,  Fantasy",Channel 7,99999,99999,7.3,Spirit Possession,Nang Thip,30,182
Jooy Warattaya Nilkuha,Rita Sririta Jensen,Thailand,"Sep 12, 2019 - Nov  6, 2019",16,"Romance,  Drama,  Mature",Channel 3,5966,99999,7.1,"Rape, Sexual Assault, Betrayal, Infidelity, Love Square, Revenge, Forced Marriage, Female Chases Male First, Office Romance, Rich Woman/Poor Man",Plerng Ruk Plerng Kaen,107,525
Noona Nuengtida Sophon,Toomtam Yuttana Puangklang,Thailand,"Mar  7, 2018 - Apr 23, 2018",26,"Music,  Romance,  Drama",GMM One,99999,99999,6.4,,Dao Jarut Fah,5,37
Smart Krissada Pornweroj,Nonny Nutcha Jeka,Thailand,"Jan  3, 2019 - Feb 11, 2019",28,"Historical,  Romance,  Drama",Channel 8,99999,99999,7.3,"Older Man/Younger Woman, Age Gap",Dong Poo Dee,27,149
Klun Chanon Ukkhachata,Gamboom Pimnipa Jittateeraroj,Thailand,"Oct  7, 2017 - Oct 28, 2017",4,Romance,GMM 25,99999,99999,5.0,Club Friday 9,Club Friday The Series 9: Ruk Mak..Mak Ruk,1,39
Sean Jindachot,Namcha Sheranut Yusananda,Thailand,"Sep 29, 2013 - Dec 29, 2013",14,"Comedy,  Romance",Channel 9,99999,99999,7.5,,Forward: The Series,2,53
Tao Sattaphong Phiangphor,Aokbab Chutimon Chuengcharoensukying,Thailand,"Nov 15, 2017 - Nov 25, 2017",4,"Friendship,  Romance,  School,  Drama",GMM 25,7524,99999,7.4,"Film Within A Film, Film Crew, Playboy Male Lead, Steamy Kiss, Miniseries, Infidelity, Love Books Love Series, Sismance, Actor, Love/Hate Relationship",Love Books Love Series: Dark Fairy Tale,125,351
Kao Jirayu La-ongmanee,Proy Manasaporn Chanchalerm,Thailand,"Nov  1, 2017 - Nov  9, 2017",4,"Romance,  Drama",GMM 25,99999,99999,6.5,Love Books Love Series,Love Books Love Series: The Seven Year Itch 7,8,95
Mild Lapassalan Jiravechsoontornkul,Toy Pathompong Reonchaidee,Thailand,"Sep 20, 2017 - Sep 28, 2017",4,"Romance,  Drama",GMM 25,6888,99999,7.3,"Accident, Naive Female Lead, Hidden Identity, Miniseries, Cohabitation, Gang, Woman Loves Eating, Nice Male Lead",Love Books Love Series: Secret & Summer,130,409
Kang Korn Sirisorn,Aye Sarunchana Apisamaimongkol,Thailand,"Sep  6, 2017 - Sep 14, 2017",4,Romance,GMM 25,99999,99999,6.8,Love Books Love Series,Love Books Love Series: Mister Daddy,6,139
Peter Corp Dyrendal,Proy Manasaporn Chanchalerm,Thailand,"Aug  6, 2017 - Aug 27, 2017",4,,GMM 25,99999,99999,7.0,"Older Man/Younger Woman, Love Songs Love Series, Age Gap",Love Songs Love Series: Lost Love,8,86
Best Nathasit Kotimanuswanich,Baitoei Zuvapit Traipornworakit,Thailand,"Jun  4, 2017 - Jun 25, 2017",4,"Comedy,  Romance,  School,  Drama",GMM 25,99999,99999,8.1,"Rare Allergies, Shy Male Lead, Weak Male Lead, Love Songs Love Series, Harem, College Life, Bromance",Love Songs Love Series: Lost Way,9,66
Captain Chonlathorn Kongyingyong﻿,Praew Narupornkamol Chaisang,Thailand,"May  7, 2017 - May 28, 2017",4,"Romance,  School",GMM 25,99999,99999,5.1,Love Songs Love Series,Love Songs Love Series: Small Boats Should Leave,4,110
Bank Thiti Mahayotaruk,Alice Tsoi,Thailand,"Apr  2, 2017 - Apr 30, 2017",5,"Romance,  Drama",GMM 25,99999,99999,7.6,Love Songs Love Series,Love Songs Love Series: How Far is Near,4,82
Meiko Chonnikan Netjui,Rathfar Chaichueanjit,Thailand,"Mar  5, 2017 - Apr  2, 2017",5,"Friendship,  Comedy,  Romance,  Drama",GMM 25,99999,99999,4.7,Love Songs Love Series,Love Songs Love Series: Still Single,2,60
Peak Peemapol Panichtamrong,Toey Sittiwat Imerbpathom,Thailand,"Sep 17, 2017 - Oct  8, 2017",4,"Friendship,  Youth",,5887,99999,6.4,"Advertisement, Miniseries",Siam 13 hours,178,538
Ploy Sornarin,Yanee Jongwisut,Thailand,"Sep  6, 2016 - Feb 16, 2017",16,"Comedy,  School","PPTV, PPTV",99999,99999,,,Pommanatur,0,8
Mark Prin Suparat,Kimberley Anne Woltemas,Thailand,"Mar 25, 2016 - Apr  3, 2016",2,"Romance,  Drama",GMM One,8404,99999,7.5,"Judo, Dance Competition, Miniseries, Arrogant Male Lead, Dance, Martial Arts",Love Songs Love Stories Special: Close To My Heartbeats,130,281
Off Pongpat Wachirabunjong,Alex Rendell,Thailand,"May 21, 2008 - Jun 17, 2008",20,"Romance,  Life,  Youth,  Drama,  Family,  Melodrama",Channel 3,99999,99999,8.8,Adapted From A Novel,Sood Tae Jai Ja Kwai Kwa,6,28
James Ma,Diana Flipo,Thailand,"Nov 20, 2018 - Dec 17, 2018",12,"Action,  Historical,  Romance,  Crime,  Drama",Channel 3,7543,99999,7.7,"Older Man/Younger Woman, Mafia, Age Gap",Chart Suer Pun Mungkorn,75,351
Kob Suvanant Kongying,Rattanaveroj John,Thailand,"Mar 27, 2000 - May  1, 2000",11,"Romance,  Drama,  Family",Channel 7,99999,99999,6.9,"Older Man/Younger Woman, Marriage Of Convenience, Age Gap",Marn Bang Jai,5,19
BigM Krittarit Butprom,Noey Paphada Klinsuman,Thailand,"Aug  2, 2017 - Sep 21, 2017",16,"Action,  Romance,  Drama,  Sci-Fi",Channel 7,99999,99999,8.0,,Nakrob Ta Pisat,9,95
Weckx Lanlalin,Yavapolkul Navin,Thailand,"Jul 13, 2017 - Aug 22, 2017",28,"Action,  Romance,  Drama",Channel 3,99999,99999,8.1,,Fan Rak Fan Salai,8,101
Jean Gaewalin Sriwanna,Fluke Jira Danbawornkiat,Thailand,"Aug 16, 2017 - Dec 14, 2017",26,"Romance,  Drama",Channel 8,4848,99999,7.7,"Revenge Love, Real Kisses, Strong Female Lead, Force Love, Infidelity, Revenge",Lying Heart,331,748
,,Thailand,"May 16, 2014 - Aug 27, 2014",10,"Romance,  School",,99999,99999,6.5,,Girl-Friend,2,14
Andrew Gregson,Cheer Thikumporn Rittapinun,Thailand,"Feb 23, 2019 - May  5, 2019",19,"Romance,  Drama",Channel 8,99999,99999,4.3,Twins,Pom Ruk Salub Hua Jai,5,113
Sean Jindachot,Four Sakolrat Wornurai,Thailand,"Mar  5, 2016 - Mar 26, 2016",4,"Comedy,  Romance,  Drama",GMM 25,99999,99999,6.6,,Club Friday The Series Season 7: The Boring Girl Who I Love,11,65
Michael Pattaradet Sa-nguankwamdee,Pooklook Fonthip Watcharatrakul,Thailand,"Sep 25, 2017 - Nov 27, 2017",17,"Action,  Historical,  Comedy,  Romance,  Drama,  Supernatural",Channel 7,99999,99999,8.1,"Older Man/Younger Woman, Countryside, Adapted From A Novel, Western, Music",Nai Hoi Tamin,7,124
Tua Sarunyu Wongkrajang,Namfon Komolthiti,Thailand,"Jan 11, 2001 - Mar 14, 2001",18,"Action,  Music,  Romance,  Drama",Channel 7,99999,99999,,"Older Man/Younger Woman, Adapted From A Novel",Nai Hoi Tamin,0,8
Plengkwan Nattaya Thongsaen,Norraphat Vilaiphan,Thailand,"Aug 19, 2017 - Dec 17, 2017",27,"Comedy,  Romance,  Drama",GMM One,99999,99999,7.5,"Step Family, Amnesia",Dokkaew Kahlong,23,246
Aom Piyada Akaraseni,Saksit Tangthong,Thailand,"Apr  5, 2003 - May  5, 2012",438,"Friendship,  Comedy,  Romance,  Drama,  Family,  Sitcom",Channel 9,99999,99999,7.5,,Bang Rak Soi 9,2,31
Napassakorn Midaim,Jespipat Tilapornputt,Thailand,"Sep  2, 2017 - Sep 30, 2017",5,"Romance,  Drama",GMM 25,99999,99999,7.2,Club Friday 9,Club Friday The Series 9: Ruk Tee Mai Mee Kwam Lub,2,81
Mike Weerapat Nimanong,War Wanarat Ratsameerat,Thailand,"Aug 18, 2017 - Oct  6, 2017",8,"Friendship,  Romance,  Youth,  Drama",,6327,99999,6.7,"LGBTQ+, Gay Character",Onli(n)e,23,475
Cee Siwat Chotchaicharin,Kwan Usamanee Vaithayanon,Thailand,"May 20, 2011 - Jun 19, 2011",15,"Romance,  Drama",Channel 7,99999,99999,7.6,,Bo Bay,3,24
Porche Saran Sirilak,Parntotong Boontong,Thailand,"Apr 23, 2011 - May 24, 2011",32,"Music,  Comedy,  Romance,  Drama",Channel 7,99999,99999,5.5,,Sanae Bangkok,1,5
Porche Saran Sirilak,Camilla Kittivat Kirn,Thailand,"Sep  8, 2016 - Dec 28, 2016",15,"Historical,  Romance,  Drama",Channel 7,99999,99999,7.0,Love Triangle,Cheun Cheewa,3,57
Film Rattapoom Toekongsap,Tong Pakkaramai Potranan,Thailand,"Oct 28, 2008 - Dec 15, 2008",14,,Channel 7,99999,99999,5.0,Chinese Opera,Sanae Nang Ngiew,1,6
Tanthasatien Pol,Noi Busakorn Pornwanavej,Thailand,"Jan  9, 2006 - May  2, 2006",34,Drama,Channel 5,99999,99999,8.0,,Lord Lai Mungkorn,1,4
Cai Guo Long,Wang Bao De,Hong Kong,2000,20,"Romance,  Life",,99999,99999,,,Jin Qian Ben Shai,0,3
Toy Pathompong Reonchaidee,Apple Lapisara Intarasut,Thailand,"Sep  3, 2017 - Sep 24, 2017",4,"Comedy,  Romance,  Drama",GMM 25,99999,99999,6.2,"Love Songs Love Series, Ghost",Love Songs Love Series: Oh,7,85
Toey Pongsakorn Mettarikanon,Mint Chalida Vijitvongthong,Thailand,"Jan 15, 2020 - Mar  4, 2020",15,"Comedy,  Romance,  Drama,  Medical",Channel 3,5157,99999,7.6,"Surrogacy, Murder, Nice Male Lead, Pregnancy, Hate To Love Relationship, Money-obsession, Impulsive Female Lead, Male Lead Saves Female Lead, Attempted Murder, Sismance",Fah Fak Ruk,133,675
Hongmanop Phutanate,Weluree Ditsayabut,Thailand,"Apr 28, 2018 - Jul  1, 2018",20,"Historical,  Romance,  Drama,  Supernatural",Channel 8,99999,99999,7.0,,Sanae Nang Kruan,1,34
Hongmanop Phutanate,Dom Haetrakul,Thailand,"Apr 24, 2018 - Jun 28, 2018",39,"Historical,  Romance,  Drama",GMM One,99999,99999,7.6,"Multi-Generational, Multiple Mains, Multiple Couples, Adapted From A Novel",Sai Rak Sai Sawat,23,134
Tangmo Nida Patcharaveerapong,Bie Thassapak Hsu,Thailand,"Jan 13, 2016 - Mar 10, 2016",18,"Romance,  Drama","PPTV, PPTV",99999,99999,6.0,,Sane Rai Ubai Rak,6,78
Dome Pakorn Lum,Margie Rasri Balenciaga,Thailand,"Apr  6, 2018 - Apr 27, 2018",10,"Business,  Romance,  Drama",Channel 3,5808,99999,7.1,Adapted From A Novel,Buang Ruk Satan,189,554
Alek Teeradetch Metawarayut,Nychaa Nuttanicha Dungwattanawanich,Thailand,"Jan 11, 2018 - Feb 15, 2018",11,,Channel 3,99999,99999,7.3,Chinese Opera,Sanae Nang Ngiew,10,123
Jaksamittanon Kaneungnij,Tor Thanapob Leeluttanakajorn,Thailand,"Mar  7, 2015 - Mar 28, 2015",4,,GMM 25,99999,99999,7.6,"Forbidden Love, Teacher/student, Older Woman/Younger Man, High School, Male Chases Female First, Adult/Minor Relationship, Student/Teacher Relationship, Age Gap",Club Friday The Series Season 5: Secret of Classroom 6/3,84,216
Warintorn Panhakarn,Matt Peeranee Kongthai,Thailand,"Oct 26, 2011 - Dec 29, 2011",20,"Comedy,  Romance,  Drama",Channel 3,99999,99999,6.5,,Likit Sanae Ha,6,30
Nok Sinjai Plengpanich,Num Sornram Theappitak,Thailand,"May 23, 2016 - Jul 12, 2016",12,"Romance,  Drama,  Fantasy","PPTV, PPTV",99999,99999,5.0,,Patiharn,1,13
Tui Thiraphat Sajakul,Aum Patcharapa Chaichua,Thailand,"Mar 17, 2000 - Apr 23, 2000",0,"Romance,  Drama",Channel 7,99999,99999,,,Morrasoom Haeng Cheewit,0,5
Tui Thiraphat Sajakul,Lane Sara Malakul,Thailand,"Sep  7, 2006 - Nov  3, 2006",18,"Romance,  Drama,  Political",Channel 9,99999,99999,,Adapted From A Novel,Nai Fun,0,10
Nune Woranuch Bhirombhakdi,Poh Natthawut Skidjai,Thailand,"Oct  8, 2013 - Nov 25, 2013",14,"Romance,  Drama",Channel 3,99999,99999,7.6,,Thong Nuea Kao,7,36
Araya A. Hargate,Au Panu Suwanno,Thailand,"Sep 14, 2003 - Oct 24, 2003",17,"Comedy,  Romance,  Drama,  Family",Channel 7,99999,99999,,,Kaew Ta Warn Jai,0,9
Mint Chalida Vijitvongthong,Sorat Jaron,Thailand,"Sep  1, 2017 - Sep 24, 2017",12,"Comedy,  Romance,  Drama,  Family",Channel 3,99999,99999,7.0,,Ruk Long Rohng,9,73
Nune Woranuch Bhirombhakdi,Tle Tawan Jarujinda,Thailand,"Feb 12, 2003 - Mar 27, 2003",14,"Romance,  Drama",Channel 7,99999,99999,5.0,,Supabaroot Luke Pu Chai,1,9
Panjan Kawin Imanothai,Prang Kannarun Wongkajornklai,Thailand,"Jul 23, 2018 - Aug 23, 2018",24,"Action,  Comedy,  Romance,  Crime,  Drama,  Supernatural",Channel 3,6528,99999,8.1,"Violence Against Women, Criminal Organisation, Gun Violence, Serious Lead, Evil Character, Flashback To Past, Playful Male Lead, Warm Man/Cold Woman, Attempted Murder, Supernatural Power",Nak Soo Taywada,29,450
Krist Perawat Sangpotirat,Jane Ramida Jiranorraphat,Thailand,"Aug 19, 2017 - Oct  7, 2017",8,"Romance,  School,  Youth,  Drama,  Family","GMM One, LINE TV, LINE TV, LINE TV",4495,99999,7.4,"Unexpected Pregnancy, Teen Pregnancy, Pregnancy, Adapted From A Webtoon",Teenage Mom,184,841
Marsha Wattanapanich,Saksit Tangthong,Thailand,"Mar  3, 2000 - Apr 28, 2000",25,"Action,  Romance,  Crime,  Drama,  Tragedy",Channel 5,99999,99999,6.6,"Father-Daughter Relationship, Father-Son Relationship, Strong Female Lead",Hong Neu Mangkorn,3,9
Pete Thongchua,Emma Worarat Suwannarat,Thailand,"Jul 17, 2000 - Sep 12, 2000",18,"Action,  Romance,  Drama,  Fantasy",Channel 7,99999,99999,6.7,,Angkor,4,12
Krit Shahkrit Yamnam,Oh Warut Woratam,Thailand,"Jun  8, 2001 - Jul 29, 2001",24,"Comedy,  Romance",Channel 5,99999,99999,,,Chai Krab Pom Pen Chai,0,7
Hone Thanakorn Sribanjong,Apa Bhavilai,Thailand,"Apr  1, 2017 - Aug 13, 2017",40,"Romance,  Drama,  Fantasy",Channel 7,99999,99999,,,Wan Prap Marn,0,4
Preem Ranida Techasit,Krit Shahkrit Yamnam,Thailand,"Dec  7, 2017 - Jan 10, 2018",10,"Comedy,  Romance,  Drama",Channel 3,99999,99999,7.2,"Twins, Childhood Friends, Celebrity",Duen Pradab Dao,60,238
Hiranpruk Puri,Jeab Sopitnapa Chumpanee,Thailand,"Jan  3, 2005 - Mar  7, 2005",19,"Comedy,  Romance,  Drama",Channel 5,99999,99999,7.2,,Fhun Fueng,4,16
Au Tanakorn Posayanon,Pupae Ramawadee Sirisuka,Thailand,"Nov 20, 2001 - Jan  8, 2002",14,"Romance,  Drama",Channel 3,99999,99999,,,Lang Likhit,0,4
Au Tanakorn Posayanon,Mam Kathaleeya McIntosh,Thailand,"Sep 26, 2000 - Nov 13, 2000",13,"Romance,  Fantasy",Channel 3,99999,99999,5.6,,Dok Kaew Karabuning,5,9
Peter Corp Dyrendal,Taylor Paula,Thailand,"Apr  1, 2017 - Apr 29, 2017",5,"Romance,  Drama",GMM 25,99999,99999,5.4,"Love Triangle, Lesbian Character",Club Friday 8: True Love…or Hope,33,167
Au Tanakorn Posayanon,Joy Rinlanee Sripen,Thailand,"Dec  8, 2003 - Jan 26, 2004",15,"Romance,  Drama,  Family",Channel 3,99999,99999,,,Kires Marn,0,4
Au Tanakorn Posayanon,Buachompoo Ford,Thailand,"Mar  3, 2005 - Apr 27, 2005",16,"Romance,  Drama",Channel 3,99999,99999,,,Klin Kaew Tumnuk Kao,0,6
Bee Namthip Jongrachatawiboon,Tanya Tanyares Engtrakul,Thailand,"Dec 20, 2004 - Jan 31, 2005",13,"Thriller,  Mystery,  Drama,  Supernatural",Channel 3,99999,99999,,,Prai Pradtana,0,3
Au Tanakorn Posayanon,Beam Kawee Tanjararak,Thailand,"Apr 16, 2006 - May 26, 2006",0,Drama,Channel 3,99999,99999,,,Mungkorn Sorn Payak,0,2
Benz Pornchita Na Songkhla,Sinlapajan Pattarapon,Thailand,"Feb 19, 2007 - Apr  3, 2007",14,"Romance,  Drama",Channel 3,99999,99999,8.0,,Jom Jai,1,3
Noi Busakorn Pornwanavej,Au Tanakorn Posayanon,Thailand,"Apr  9, 2007 - Jul 31, 2007",34,"Romance,  Drama",Channel 3,99999,99999,7.2,,Ram Pissaward,6,14
Num Sornram Theappitak,Vicky Sunisa Jett,Thailand,"Jan 20, 2012 - Feb 18, 2012",14,"Action,  Comedy,  Romance",Channel 3,99999,99999,4.0,,Meu Prab Por Look Orn,2,12
Kong Saharat Sangkapricha,Benz Pornchita Na Songkhla,Thailand,"May 31, 2008 - Jun 28, 2008",13,"Romance,  Drama",Channel 3,99999,99999,6.5,,Thong Nuer Thae,1,7
Au Tanakorn Posayanon,Mew Lalita Panyopas,Thailand,"Nov 24, 2014 - Jan  5, 2015",13,"Romance,  Drama",Channel 3,99999,99999,8.5,,Tang Duen Hang Ruk,2,22
Donut Manatsanun Panlertwongskul,Kaew Apiradee Pawaputanont,Thailand,2005,10,"Comedy,  Romance,  Drama",Channel 5,99999,99999,6.5,Cross-Dressing,Taddao Bussaya,1,16
Matt Peeranee Kongthai,Not Vorarit Fuangarome,Thailand,"Mar 29, 2008 - Apr 27, 2008",14,"Comedy,  Romance,  Drama",Channel 3,99999,99999,6.0,,Chompoo Gaem Maem,1,14
JakJaan Akhamsiri Suwanasuk,Sorat Jaron,Thailand,"Jan  7, 2019 - Feb 25, 2019",15,"Mystery,  Horror,  Romance,  Drama",Channel 3,99999,99999,8.4,Ghost,Tukta Phee,5,120
Leelaphongprasut Jomkwan,Nat Nattaraht Maurice Legrand,Thailand,"Mar 22, 2011 - Apr 12, 2011",16,"Horror,  Comedy,  School",Channel 3,99999,99999,,,Hor Heu Heu,0,1
Anne Thongprasom,Johnny Anfone,Thailand,"Sep 21, 2000 - Nov  2, 2000",12,"Romance,  Fantasy",Channel 3,99999,99999,6.0,,Rattikarn Yod Ruk,2,6
Chai Chatayodom Hiranyatithi,Anne Thongprasom,Thailand,"Aug 23, 2002 - Sep 27, 2002",13,Romance,Channel 3,99999,99999,,,Suer See Foon,0,3
Anne Thongprasom,Noom Attaporn Teemarkorn,Thailand,"Dec 12, 2004 - 2005",0,"Romance,  Drama",Channel 5,99999,99999,,,Lakorn Tee Ruk,0,3
Andy Watchara Tangkaprasert,Anne Thongprasom,Thailand,"Aug  2, 2004 - Sep  6, 2004",12,"Romance,  Drama",Channel 3,99999,99999,6.8,,Nang Fah Rai Peek,3,18
Frung Narikun Ketprapakorn,JJ Krissanapoom Pibulsonggram,Thailand,"Dec  2, 2017 - Jan 20, 2018",8,"Friendship,  Romance,  Youth,  Drama,  Sports",GMM 25,4639,99999,7.6,"Archery, Airhead Female Lead, Nice Male Lead, Childhood Friends, Filmed Abroad, Competition",Project S: Shoot! I Love You,287,801
Hiranpruk Puri,Ann Alicia Laisuthruklai,Thailand,2005,0,"Comedy,  Romance",Channel 5,99999,99999,,,Punyachon Kon Krua,0,8
Ae  Isariya Saisanan,Ramona Zanolari,Thailand,"Dec 10, 2000 - Jan 13, 2001",20,"Romance,  Drama",Channel 7,99999,99999,4.0,,Sai Tarn Hua Jai,1,5
Tor Thanapob Leeluttanakajorn,Jannine Weigel,Thailand,"Jul 10, 2017 - Jul 15, 2017",2,"Romance,  Youth,  Fantasy",,5655,99999,7.1,"Miniseries, Interspecies Romance, Web Series, Advertisement, Double Identity, Rain, Artificial Intelligence",My Secret Friend,259,580
Au Panu Suwanno,Cheer Thikumporn Rittapinun,Thailand,"May  8, 2007 - Jun 15, 2007",12,"Comedy,  Drama",Channel 7,99999,99999,,,Gang Kradon,0,1
